-1,Model,# of CPU Cores,# of Threads,Graphics Core Count,Base Clock(GHz),Max. Boost Clock (GHz),All Core Boost Speed (GHz),L1 Cache (KB),L2 Cache(MB),L3 Cache(MB),1kU Pricing(USD),PCI Express® Version,Default TDP(W),Max. Operating Temperature (Tjmax(°C)),System Memory Specification(MHz),Memory Channels,Memory Channels,Graphics Frequency(MHz),GPU Base(MHz)
on,A8-7650K with Radeon™ R7 Series,4,4,6,3.3,3.8,-1,256,4,-1,-1,-1,95,72.4,2133,2,-1,720,-1
on,AMD EPYC™ 7F52,16,32,-1,3.5,3.9,-1,-1,-1,256,3100, 4.0 x128,240,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7F32,8,16,-1,3.7,3.9,-1,-1,-1,128,2100, 4.0 x128,180,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7H12,64,128,-1,2.6,3.3,-1,-1,-1,256,7250, 4.0 x128,280,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7742,64,128,-1,2.25,3.4,-1,-1,-1,256,6950, 4.0 x128,225,-1,3200,8,204.80 GB/s,-1,-1
on,A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution,4,4,6,3.3,3.8,-1,256,4,-1,-1,-1,95,72.4,2133,2,-1,720,-1
on,A8-7600 with Radeon™ R7 Series,4,4,6,3.1,3.8,-1,256,4,-1,-1,-1,65,71.3,2133,2,-1,720,-1
on,AMD EPYC™ 7702,64,128,-1,2,3.35,-1,-1,-1,256,6450, 4.0 x128,200,-1,3200,8,204.80 GB/s,-1,-1
on,A8-6600K with Radeon™ HD 8570D,4,4,-1,3.9,4.2,-1,192,4,-1,-1,-1,65,74,1866,2,-1,844,-1
on,AMD EPYC™ 7702P,64,128,-1,2,3.35,-1,-1,-1,256,4425, 4.0 x128,200,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7662,64,128,-1,2,3.3,-1,-1,-1,256,6150, 4.0 x128,225,-1,3200,8,204.80 GB/s,-1,-1
on,A8-6500 with Radeon™ HD 8570D,4,4,-1,3.5,4.1,-1,192,4,-1,-1,-1,65,71.3,1866,2,-1,800,-1
on,AMD EPYC™ 7642,48,96,-1,2.3,3.3,-1,-1,-1,256,4775, 4.0 x128,225,-1,3200,8,204.80 GB/s,-1,-1
on,A8-6500T with Radeon™ HD 8550D,4,4,-1,2.1,3.1,-1,192,4,-1,-1,-1,45,71.3,1866,2,-1,720,-1
on,AMD EPYC™ 7552,48,96,-1,2.2,3.3,-1,-1,-1,192,4025, 4.0 x128,200,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7542,32,64,-1,2.9,3.4,-1,-1,-1,128,3400, 4.0 x128,225,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7532,32,64,-1,2.4,3.3,-1,-1,-1,256,2380, 4.0 x128,200,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7502,32,64,-1,2.5,3.35,-1,-1,-1,128,2600, 4.0 x128,180,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7502P,32,64,-1,2.5,3.35,-1,-1,-1,128,2300, 4.0 x128,180,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7452,32,64,-1,2.35,3.35,-1,-1,-1,128,2025, 4.0 x128,155,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7402,24,48,-1,2.8,3.35,-1,-1,-1,128,1783, 4.0 x128,180,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7402P,24,48,-1,2.8,3.35,-1,-1,-1,128,1250, 4.0 x128,180,-1,3200,8,204.80 GB/s,-1,-1
on,A6-7470K with Radeon™ R5 Series,2,-1,4,3.7,4,-1,256,1,-1,-1,-1,65,71.3,2133,2,-1,800,-1
on,AMD EPYC™ 7352,24,48,-1,2.3,3.2,-1,-1,-1,128,1080, 4.0 x128,155,-1,3200,8,204.80 GB/s,-1,-1
on,A6-7400K with Radeon™ R5 Series,2,2,4,3.5,3.9,-1,128,1,-1,-1,-1,65,70,1866,2,-1,758,-1
on,AMD EPYC™ 7302,16,32,-1,3,3.3,-1,-1,-1,128,978, 4.0 x128,155,-1,3200,8,204.80 GB/s,-1,-1
on,AMD EPYC™ 7302P,16,32,-1,3,3.3,-1,-1,-1,128,825, 4.0 x128,155,-1,3200,8,204.80 GB/s,-1,-1
on,A6-6420K with Radeon™ HD 8470D,2,2,-1,4,4.2,-1,96,1,-1,-1,-1,65,70,1866,2,-1,800,-1
on,AMD EPYC™ 7282,16,32,-1,2.8,3.2,-1,-1,-1,64,604, 4.0 x128,120,-1,3200,8,85.30 GB/s,-1,-1
on,A6-6310 with Radeon™ R4 Graphics,4,4,-1,1.8,2.4,-1,128,2,-1,-1,-1,17.5,90,1866,1,-1,800,-1
on,AMD EPYC™ 7272,12,24,-1,2.9,3.2,-1,-1,-1,64,549, 4.0 x128,120,-1,3200,8,85.30 GB/s,-1,-1
on,A6-6400K with Radeon™ HD 8470D,2,2,-1,3.9,4.1,-1,96,1,-1,-1,-1,65,70,1866,2,-1,800,-1
on,AMD EPYC™ 7262,8,16,-1,3.2,3.4,-1,-1,-1,128,505,x128,155,-1,3200,8,204.80 GB/s,-1,-1
on,A6-5200 with Radeon™ HD 8400,4,4,-1,2,-1,-1,256,2,-1,-1,-1,25,90,1600,1,-1,600,-1
on,AMD EPYC™ 7252,8,16,-1,3.1,3.2,-1,-1,-1,64,348, 4.0 x128,120,-1,3200,8,85.30 GB/s,-1,-1
on,AMD EPYC™ 7232P,8,16,-1,3.1,3.2,-1,-1,-1,32,338, 4.0 x128,120,-1,3200,8,85.30 GB/s,-1,-1
on,AMD EPYC™ 7601,32,64,-1,2.2,3.2,-1,-1,-1,64,3270, 3.0 x128,180,-1,2666,8,170.60 GB/s,-1,-1
on,AMD EPYC™ 7551P,32,64,-1,2,3,-1,-1,-1,64,1830, 3.0 x128,180,-1,2666,8,170.60 GB/s,-1,-1
on,AMD EPYC™ 7551,32,64,-1,2,3,-1,-1,-1,64,2660, 3.0 x128,180,-1,2666,8,170.60 GB/s,-1,-1
on,AMD EPYC™ 7501,32,64,-1,2,3,-1,-1,-1,64,2870, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,AMD EPYC™ 7451,24,48,-1,2.3,3.2,-1,-1,-1,64,1880, 3.0 x128,180,-1,2666,8,170.60 GB/s,-1,-1
on,A4-7300 with Radeon™ HD 8470D,2,2,-1,3.8,4,-1,96,1,-1,-1,-1,65,70,1600,2,-1,800,-1
on,AMD EPYC™ 7401P,24,48,-1,2,3,-1,-1,-1,64,920, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,A4-6320 with Radeon™ HD 8370D,2,2,-1,3.8,4,-1,96,1,-1,-1,-1,65,70,1600,2,-1,760,-1
on,AMD EPYC™ 7401,24,48,-1,2,3,-1,-1,-1,64,1620, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,A4-6300 with Radeon™ HD 8370D,2,2,-1,3.7,3.9,-1,96,1,-1,-1,-1,65,70,1600,2,-1,760,-1
on,AMD EPYC™ 7371,16,32,-1,3.1,3.8,-1,-1,-1,64,1550, 3.0 x128,200,-1,2666,8,170.60 GB/s,-1,-1
on,AMD EPYC™ 7351P,16,32,-1,2.4,2.9,-1,-1,-1,64,660, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,AMD EPYC™ 7351,16,32,-1,2.4,2.9,-1,-1,-1,64,890, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,AMD EPYC™ 7301,16,32,-1,2.2,2.7,-1,-1,-1,64,740, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,A4-5100 with Radeon™ HD 8330,4,4,-1,1.55,-1,-1,256,2,-1,-1,-1,15,90,1600,1,-1,500,-1
on,AMD EPYC™ 7281,16,32,-1,2.1,2.7,-1,-1,-1,32,580, 3.0 x128,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,A4-5000 with Radeon™ HD 8330,4,4,-1,1.5,-1,-1,256,2,-1,-1,-1,15,90,1600,1,-1,500,-1
on,AMD EPYC™ 7261,8,16,-1,2.5,2.9,-1,-1,-1,64,570,-1,162.5,-1,2400/2666,8,153.60 GB/s/170.60 GB/s,-1,-1
on,AMD EPYC™ 7251,8,16,-1,2.1,2.9,-1,-1,-1,32,400, 3.0 x128,120,-1,2400,8,153.60 GB/s,-1,-1
on,FX-9590,8,8,-1,4.7,5,-1,384,8,8,-1,n/a,220,57,1866,-1,-1,-1,-1
on,FX-9370,8,8,-1,4.4,4.7,-1,384,8,8,-1,n/a,220,57,1866,-1,-1,-1,-1
on,FX-8370 with Wraith cooler,8,8,-1,4,4.3,-1,384,8,8,-1,n/a,125,61.1,1866,2,-1,-1,-1
on,FX-8370E,8,8,-1,3.3,4.3,-1,384,8,8,-1,n/a,95,70.5,1866,-1,-1,-1,-1
on,A10-7400P with Radeon™ R6 Graphics,4,4,6,2.5,3.4,-1,-1,4,-1,-1,-1,35,-1,1866,2,-1,654,-1
on,FX-8370,8,8,-1,4,4.3,-1,384,8,8,-1,n/a,125,61.1,1866,-1,-1,-1,-1
on,A10-7300 with Radeon™ R6 Graphics,4,4,6,1.9,3.2,-1,-1,4,-1,-1,-1,20,-1,-1,2,-1,553,-1
on,FX-8350 with Wraith cooler,8,8,-1,4,4.2,-1,384,8,8,-1,n/a,125,61,1866,-1,-1,-1,-1
on,FX-8350,8,8,-1,4,4.2,-1,384,8,8,-1,n/a,125,61,1866,-1,-1,-1,-1
on,A10 Micro-6700T with Radeon™ R6 Graphics,4,4,-1,2.2,-1,-1,-1,2,-1,-1,-1,4.5,-1,1333,1,-1,-1,-1
on,FX-8320E,8,8,-1,3.2,4,-1,384,8,8,-1,n/a,95,70.5,1866,-1,-1,-1,-1
on,FX-8320,8,8,-1,3.5,4,-1,384,8,8,-1,n/a,125,61.1,1866,-1,-1,-1,-1
on,FX-8310,8,8,-1,3.4,4.3,-1,-1,8,-1,-1,n/a,95,70.5,-1,-1,-1,-1,-1
on,FX-8300,8,8,-1,3.3,4.2,-1,384,8,8,-1,n/a,95,70.5,1866,-1,-1,-1,-1
on,FX-8150,8,8,-1,3.6,4.2,-1,384,8,8,-1,n/a,125,61,-1,-1,-1,-1,-1
on,FX-8120,8,8,-1,3.1,4,-1,384,8,8,-1,n/a,125,61,-1,-1,-1,-1,-1
on,A8-7410 with Radeon™ R5 Graphics,4,4,-1,2.2,2.5,-1,-1,2,-1,-1,-1,15,90,1866,1,-1,847,-1
on,FX-6350 with Wraith cooler,6,6,-1,3.9,4.2,-1,288,6,8,-1,n/a,125,61,1866,-1,-1,-1,-1
on,A8-7200P with Radeon™ R5 Graphics,4,4,4,2.4,3.3,-1,-1,4,-1,-1,-1,100,-1,1866,2,-1,626,-1
on,FX-6350,6,6,-1,3.9,4.2,-1,288,6,8,-1,n/a,125,61,1866,-1,-1,-1,-1
on,A8-7100 with Radeon™ R5 Graphics,4,4,4,1.8,3,-1,-1,4,-1,-1,-1,20,-1,1600,2,-1,514,-1
on,FX-6300,6,6,-1,3.5,3.8,-1,288,6,8,-1,3,95,70.5,1866,-1,-1,-1,-1
on,A8-6410 with Radeon™ R5 Graphics,4,4,-1,2,2.4,-1,-1,2,-1,-1,-1,15,90,1866,1,-1,847,-1
on,FX-6200,6,6,-1,3.8,4.1,-1,288,6,8,-1,n/a,125,61.1,1866,-1,-1,-1,-1
on,FX 6100,6,6,-1,3.3,3.9,-1,288,6,8,-1,n/a,95,70,1866,-1,-1,-1,-1
on,FX-4350,4,4,-1,4.2,4.3,-1,192,4,8,-1,n/a,125,61.1,1866,-1,-1,-1,-1
on,FX-4320,4,4,-1,4,4.1,-1,192,4,4,-1,Not Listed,95,70.5,1866,-1,-1,-1,-1
on,FX-4300,4,4,-1,3.8,4,-1,192,4,4,-1,n/a,95,70.5,1866,-1,-1,-1,-1
on,FX-4170,4,4,-1,4.2,4.3,-1,192,4,8,-1,n/a,125,61.1,-1,-1,-1,-1,-1
on,FX-4130,4,4,-1,3.8,3.9,-1,192,4,4,-1,n/a,125,70,1866,-1,-1,-1,-1
on,FX-4100,4,4,-1,3.6,3.8,-1,192,4,8,-1,n/a,95,70.5,1866,-1,-1,-1,-1
on,1075T,6,6,-1,3.5,-1,-1,768,3,6,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,1045T,-1,-1,-1,2.7,3.2,-1,768,3,6,-1,n/a,95,71,-1,-1,-1,-1,-1
on,A6-8500P with Radeon™ R5 Graphics,2,2,4,1.6,3,-1,-1,1,-1,-1,-1,15,90,-1,2,-1,800,-1
on,980,4,4,-1,3.7,-1,-1,512,2,6,-1,n/a,125,-1,-1,-1,-1,-1,-1
on,A6-7310 with Radeon™ R4 Graphics,4,4,-1,2,2.4,-1,-1,2,-1,-1,-1,15,90,1866,1,-1,800,-1
on,A6-7310 with Radeon™ R4 Graphics,4,4,-1,2,2.4,-1,-1,2,-1,-1,-1,15,90,1866,1,-1,800,-1
on,975,4,4,-1,3.6,-1,-1,512,2,6,-1,n/a,125,62,-1,-1,-1,-1,-1
on,A6-7000 with Radeon™ R4 Graphics,2,2,3,2.2,3,-1,-1,1,-1,-1,-1,17,-1,-1,2,-1,533,-1
on,965,4,4,-1,3.4,-1,-1,-1,2,-1,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,960T,4,4,-1,3,3.4,-1,512,512,-1,-1,n/a,95,71,-1,-1,-1,-1,-1
on,A6-6310 with Radeon™ R4 Graphics,4,4,-1,2.4,-1,-1,-1,2,-1,-1,-1,15,-1,1865,1,-1,-1,-1
on,850,4,4,-1,3.3,-1,-1,512,2,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,840,4,4,-1,3.2,-1,-1,512,2,-1,-1,n/a,95,71,-1,-1,-1,-1,-1
on,A6-5350M with Radeon™ HD 8450G,2,2,-1,2.9,3.5,-1,-1,2,-1,-1,-1,35,-1,1600,2,-1,533,-1
on,570,2,2,-1,4,-1,-1,-1,-1,6,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,565,2,2,-1,3.4,-1,-1,0,1,-1,-1,-1,80,-1,-1,-1,-1,-1,-1
on,A6-5200M with Radeon™ HD 8400,4,4,-1,2,-1,-1,-1,2,-1,-1,-1,25,-1,-1,1,-1,-1,-1
on,555,2,2,-1,3.2,-1,-1,-1,1,-1,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,565,2,2,-1,3.4,-1,-1,256,1,6,-1,n/a,80,70,-1,-1,-1,-1,-1
on,X940,4,4,-1,2.4,-1,-1,512,2,-1,-1,n/a,45,100,-1,-1,-1,-1,-1
on,N970,4,4,-1,2.2,-1,-1,512,2,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,N960,4,4,-1,1.8,-1,-1,512,2,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,N870,3,3,-1,2.3,-1,-1,384,1.5,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,P860,3,3,-1,2,-1,-1,384,1.5,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,N660,2,2,-1,3,-1,-1,256,2,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,A4-7210 with Radeon™ R3 Graphics,4,4,-1,1.8,2.2,-1,-1,2,-1,-1,-1,65,90,1600,1,-1,686,-1
on,A4 Micro-6400T with Radeon™ R3 Graphics,4,4,-1,1.6,-1,-1,-1,2,-1,-1,-1,4.5,-1,1333,1,-1,-1,-1
on,P650,2,2,-1,2.6,-1,-1,256,2,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,A4-6210 with Radeon™ R3 Graphics,4,4,-1,1.8,-1,-1,-1,2,-1,-1,-1,15,-1,1599,1,-1,-1,-1
on,N640,2,2,-1,2.8,-1,-1,256,2,-1,-1,n/a,35,100,-1,-1,-1,-1,-1
on,B99,4,4,-1,3.3,-1,-1,-1,2,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,B97,4,4,-1,3.2,-1,-1,-1,2,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,B95,-1,-1,-1,3,-1,-1,-1,2,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,A4-5100 with Radeon™ HD 8330,4,4,-1,1.55,-1,-1,-1,2,-1,-1,-1,15,-1,-1,1,-1,-1,-1
on,A4-5000 with Radeon™ HD 8330,4,4,-1,1.5,-1,-1,-1,2,-1,-1,-1,15,-1,-1,1,-1,-1,-1
on,B77,3,3,-1,3.2,-1,-1,-1,1.5,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,B75,3,3,-1,3,-1,-1,-1,1.5,-1,-1,n/a,95,-1,-1,-1,-1,-1,-1
on,B60,2,2,-1,3.5,-1,-1,-1,1,-1,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,B59,2,2,-1,3.4,-1,-1,-1,1,-1,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,B57,2,2,-1,3.2,-1,-1,-1,1,-1,-1,n/a,80,-1,-1,-1,-1,-1,-1
on,641,4,4,-1,2.8,-1,-1,512,4,-1,-1,Not Listed,100,70.1,-1,-1,-1,-1,-1
on,638,4,4,-1,2.7,-1,-1,512,4,-1,-1,Not Listed,65,70.1,-1,-1,-1,-1,-1
on,631,4,4,-1,2.6,-1,-1,-1,4,-1,-1,Not Listed,65,-1,-1,-1,-1,-1,-1
on,631,4,4,-1,2.6,-1,-1,-1,4,-1,-1,Not Listed,100,70.1,-1,-1,-1,-1,-1
on,620e,4,4,-1,2.7,-1,-1,-1,-1,-1,-1,Not Listed,45,-1,-1,-1,-1,-1,-1
on,460,3,3,-1,3.4,-1,-1,384,1.5,-1,-1,Not Listed,95,75,-1,-1,-1,-1,-1
on,425e,3,3,-1,2.7,-1,-1,384,1.5,-1,-1,Not Listed,45,-1,-1,-1,-1,-1,-1
on,255e,2,2,-1,3.1,-1,-1,256,2,-1,-1,Not Listed,45,72,-1,-1,-1,-1,-1
on,A10-8700P with Radeon™ R6 Graphics,4,4,6,1.8,3.2,-1,-1,2,-1,-1,-1,-1,90,2133,2,-1,800,-1
on,7th Gen AMD Athlon™ X4 970,4,4,-1,3.8,4,-1,-1,2,-1,-1,3,65,-1,2400,-1,-1,-1,-1
on,A8-8600P with Radeon™ R6 Graphics,4,4,6,1.6,3,-1,-1,2,-1,-1,-1,-1,90,2133,2,-1,720,-1
on,7th Gen AMD Athlon™ X4 950,4,4,-1,3.5,3.8,-1,-1,2,-1,-1,3,-1,-1,2400,-1,-1,-1,-1
on,A8-6410 with Radeon™ R5 Graphics,4,4,-1,2.2,2.5,-1,-1,2,-1,-1,-1,-1,90,1866,1,-1,847,-1
on,7th Gen AMD Athlon™ X4 940,4,4,-1,3.2,3.6,-1,-1,2,-1,-1,3,-1,-1,2400,-1,-1,-1,-1
on,A6-8500P with Radeon™ R5 Graphics,2,2,4,1.6,3,-1,-1,1,-1,-1,-1,-1,90,-1,2,-1,800,-1
on,A6-7310 with Radeon™ R4 Graphics,4,4,-1,2,2.4,-1,-1,2,-1,-1,-1,-1,90,1866,1,-1,800,-1
on,880K with Near Silent Thermal Solution,4,-1,-1,4,4.2,-1,256,4,-1,-1,-1,95,72.4,2133,2,-1,-1,-1
on,A4-7210 with Radeon™ R3 Graphics,4,4,-1,1.8,2.2,-1,-1,2,-1,-1,-1,65,90,1600,1,-1,686,-1
on,870K with Near Silent Thermal Solution,4,4,-1,3.9,4.1,-1,128,4,-1,-1,3,95,72.4,2133,2,-1,-1,-1
on,860K,4,4,-1,3.7,4,-1,128,4,-1,-1,3,95,72.4,2133,2,-1,-1,-1
on,A10-6800B with Radeon™ HD 8670D,4,4,-1,4.1,4.4,-1,192,4,-1,-1,-1,45,74,2133,2,-1,844,-1
on,860K with Near Silent Thermal Solution,4,4,-1,3.7,4,-1,128,4,-1,-1,3,95,72.4,2133,2,-1,-1,-1
on,A10-6790B with Radeon™ HD 8670D,4,4,-1,4,4.3,-1,192,4,-1,-1,-1,45,74,1866,2,-1,844,-1
on,845 with Near Silent Thermal Solution,4,4,-1,3.5,3.8,-1,-1,2,-1,-1,3,-1,71.3,2133,2,-1,-1,-1
on,A8-6500B with Radeon™ HD 8570D,4,4,-1,3.5,4.1,-1,192,4,-1,-1,-1,65,71.3,1866,2,-1,800,-1
on,760K,4,4,-1,3.8,4.1,-1,-1,4,-1,-1,Not Listed,100,-1,-1,-1,-1,-1,-1
on,750,4,-1,-1,3.4,4,-1,192,4,-1,-1,n/a,65,71.3,1866,2,-1,-1,-1
on,A6-6420B with Radeon™ HD 8470D,2,2,-1,4,4.2,-1,96,1,-1,-1,-1,65,70,1866,2,-1,800,-1
on,750K,4,4,-1,3.4,4,-1,-1,4,-1,-1,Not Listed,100,-1,-1,-1,-1,-1,-1
on,740,4,4,-1,3.2,3.7,-1,-1,4,-1,-1,Not Listed,65,-1,-1,-1,-1,-1,-1
on,A6-6400B with Radeon™ HD 8470D,2,2,-1,3.9,4.1,-1,96,1,-1,-1,-1,65,70,1866,2,-1,800,-1
on,2800+,-1,-1,-1,56,-1,-1,-1,-1,-1,-1,n/a,45,70,-1,-1,-1,-1,-1
on,X1150,4,4,-1,2,-1,-1,-1,2,-1,-1,n/a,17,70,800,-1,-1,-1,-1
on,6386 SE,16,16,-1,2.8,3.5,-1,48,16,16,-1,n/a,140,64.4,2000,-1,-1,-1,-1
on,6380,16,16,-1,2.5,3.4,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,A10 PRO-7850B with Radeon™ R7 Graphics,4,4,8,3.7,4,-1,256,4,-1,-1,-1,95,72.4,2133,2,-1,720,-1
on,6378,16,16,-1,2.4,3.3,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,6376,16,16,-1,2.3,2,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,A10 PRO-7800B with Radeon™ R7 Graphics,4,4,8,3.5,3.9,-1,256,4,-1,-1,-1,65,71.3,2133,2,-1,720,-1
on,A8 PRO-7600B with Radeon™ R7 Graphics,4,4,6,3.1,3.8,-1,-1,4,-1,-1,-1,65,71.3,2133,2,-1,720,-1
on,6370P,16,16,-1,2,2.5,-1,48,16,16,-1,n/a,99,69,2000,-1,-1,-1,-1
on,A6 PRO-7400B with Radeon™ R5 Graphics,2,2,4,3.5,3.9,-1,-1,1,-1,-1,-1,65,70,1866,2,-1,756,-1
on,6366 HE,16,16,-1,1.8,3.1,-1,768,16,16,-1,n/a,85,65,1800,-1,-1,-1,-1
on,A4 PRO-7350B with Radeon™ R5 Graphics,2,2,3,3.4,3.8,-1,-1,1,-1,-1,-1,65,70,1866,2,-1,514,-1
on,6348,12,12,-1,2.8,3.4,-1,576,12,16,-1,n/a,115,70.4,2000,-1,-1,-1,-1
on,A4 PRO-7300B with Radeon™ HD 8470D,2,2,-1,3.8,4,-1,96,1,-1,-1,-1,65,70,1600,2,-1,800,-1
on,6344,12,12,-1,2.6,2,-1,576,12,16,-1,n/a,115,70.4,2000,-1,-1,-1,-1
on,A10 PRO-7350B with Radeon™ R6 Graphics,4,4,6,2.1,3.3,-1,-1,4,-1,-1,-1,19,-1,1600,2,-1,553,-1
on,6338P,12,12,-1,2.3,2.8,-1,48,12,16,-1,n/a,99,69,2000,-1,-1,-1,-1
on,6328,8,8,-1,3.2,3.8,-1,384,8,16,-1,n/a,115,71.7,2000,-1,-1,-1,-1
on,A8 PRO-7150B with Radeon™ R5 Graphics,4,4,6,1.9,3.2,-1,-1,4,-1,-1,-1,100,-1,1600,2,-1,533,-1
on,6320,8,8,-1,2.8,3.3,-1,384,8,16,-1,n/a,115,71.7,2000,-1,-1,-1,-1
on,A6 PRO-7050B with Radeon™ R4 Graphics,2,2,3,2.2,3,-1,-1,1,-1,-1,-1,100,-1,1600,2,-1,533,-1
on,6308,4,4,-1,3.5,-1,-1,192,4,16,-1,n/a,115,74.4,2000,-1,-1,-1,-1
on,A4 PRO-3350B with Radeon™ R4 Graphics,4,4,2,2,2.4,-1,-1,2,-1,-1,-1,15,90,1600,1,-1,800,-1
on,A4 PRO-3340B with Radeon™ HD 8240 Graphics,4,4,2,2.2,-1,-1,-1,2,-1,-1,-1,25,-1,1600,1,-1,400,-1
on,6284 SE,16,16,-1,2.7,3.4,-1,768,16,16,-1,n/a,140,64.4,2000,-1,-1,-1,-1
on,6282 SE,16,16,-1,2.6,3.3,-1,768,16,16,-1,n/a,140,64.4,2000,-1,-1,-1,-1
on,FX-7600P with Radeon™ R7 Graphics,4,4,8,2.7,3.6,-1,-1,4,-1,-1,-1,35,-1,2133,2,-1,686,-1
on,AMD Athlon™ 3000G,2,4,3,3.5,-1,-1,192,1,4,-1,3,35,95,2667,2,-1,1100,-1
on,FX-7500 with Radeon™ R7 Graphics,4,4,6,2.1,3.3,-1,-1,4,-1,-1,-1,20,-1,1600,2,-1,553,-1
on,AMD Athlon™ 240GE,2,4,3,3.5,-1,-1,192,1,4,-1,3,35,95,2667,2,-1,1000,-1
on,6278,16,16,-1,2.4,3.3,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,6276,16,16,-1,2.3,3.2,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,AMD Athlon™ 220GE,2,4,3,3.4,-1,-1,192,1,4,-1,3,35,95,2667,2,-1,1000,-1
on,FX-8800P with Radeon™ R7 Graphics,4,4,8,2.1,3.4,-1,-1,2,-1,-1,-1,-1,90,2133,2,-1,800,-1
on,AMD Athlon™ 200GE,2,4,3,3.2,-1,-1,192,1,4,-1,3,35,95,2667,2,-1,1000,-1
on,Athlon™ 5370 APU with Radeon™ R3 Series,4,4,-1,2.2,-1,-1,256,2,-1,-1,-1,25,76,1600,1,-1,600,-1
on,6274,16,16,-1,2.2,3.1,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,6272,16,16,-1,2.1,3,-1,768,16,16,-1,n/a,115,69,2000,-1,-1,-1,-1
on,Athlon™ 5350 APU with Radeon™ R3 Series,4,4,-1,2.05,-1,-1,256,2,-1,-1,-1,25,76,1600,1,-1,600,-1
on,AMD Athlon™ PRO 200U Mobile Processor with Radeon™ Vega 3 Graphics,2,4,3,2.3,3.2,-1,192,1,4,-1,3,15,105,2400,2,-1,1000,-1
on,6262 HE,16,16,-1,1.6,2.9,-1,768,16,16,-1,n/a,85,65,1800,-1,-1,-1,-1
on,Athlon™ 5150 APU with Radeon™ R3 Series,4,4,-1,1.6,-1,-1,256,2,-1,-1,-1,25,76,1600,1,-1,600,-1
on,AMD Athlon™ PRO 200GE,2,4,3,3.2,-1,-1,192,1,4,-1,3,35,95,2667,2,-1,1000,-1
on,6238,12,12,-1,2.6,3.2,-1,576,12,16,-1,n/a,115,70.4,2000,-1,-1,-1,-1
on,Sempron™ 3850 APU with Radeon™ R3 Series,4,4,-1,1.3,-1,-1,256,2,-1,-1,-1,25,90,1600,1,-1,450,-1
on,6234,12,12,-1,2.4,3,-1,576,12,16,-1,n/a,115,70.4,2000,-1,-1,-1,-1
on,Sempron™ 2650 APU with Radeon™ R3 Series,2,2,-1,1.45,-1,-1,128,1,-1,-1,-1,25,90,1333,1,-1,400,-1
on,E2-7110 with Radeon™ R2 Graphics,4,4,-1,1.8,1.8,-1,-1,2,-1,-1,-1,65,90,1600,1,-1,600,-1
on,6220,8,8,-1,3,3.6,-1,384,8,16,-1,n/a,115,71.7,2000,-1,-1,-1,-1
